Author,Publication Date,Review
FridgeSeal,"on Oct 30, 2022","I've never seen this chart before, but I've worked with people previously that I  know would get instantly giddy with excitement looking at this.The meaningless terms, the disconnected-flow-chart-but-not-a-flow-chart, the deluge of acronyms, the weird visuals and the inscrutable words and relationships, it's all there.It's a document I'd attempt to create if I was trying to parody consultants and business shenanigans, but it's real."
db48x,"on Oct 29, 2022",I’m having an allergic reaction after looking at that chart. Where did I put that epipen?
gherkinnn,"on Oct 29, 2022",Very lean indeed.
bitwize,"on Oct 29, 2022","SAFe is basically Rational Unified Process (cross-team waterfall) with a coat of Agile paint. No one in a SAFe organization thinks it's particularly agile, but it meets certain business needs (total visibility and the appearance of control by upper management).SAFe is a key component of an ""agile transformation"" which is a bit like the ""peace process"" between Israel and Palestine: the participants who implement the process are best served if no progress is made while they project the illusion that progress is being made."
cpeterso,"on Oct 29, 2022","Here's a 2019 presentation from Lockheed Martin about how they are implementing SAFe for their F-16 software development. They went from throwing a whole new program over the wall to flight test in 3-4 years to delivering an testable increment (of the new program) in 9 months. Their total program delivery is no shorter, but they now get test feedback on increments years sooner.https://www.youtube.com/watch?v=nvfYLZ52zX0"
pjbeam,"on Oct 30, 2022",SAFe was implemented top down at CVS Health when I was there. Main benefit I got from it was the parties in the evenings after PI Planning days were excellent.Otherwise I don't miss anything about it.
muaytimbo,"on Oct 30, 2022","I worked at a company where the new CTO instituted SAFe (which he used at a previously failing company).It was an unmitigated disaster, everyone was miserable. Developers were leaving so quickly consultants were brought in to stem the bleed.When I left the CTO was trying to retain the little talent there was left by holding monthly Q&A sessions. The final question I heard before I left was something like, “why are the consultants treated better than the employees? They don’t have to do SAFe.”"
anyonecancode,"on Oct 30, 2022","I worked for several years at a company that was known for its use of agile. I had my critiques, but overall was a fan. Then I moved on to a much larger company and heard of SAFE, and my initial reaction was ""isn't SAFE axiomatically an oxymoron?"". Subsequent experience at that large company reinforced that initial impression."
danabrams,"on Oct 29, 2022","The SAFe promise is that you can make your enterprise agile without any of the difficult changes that senior and middle management have to make to truly make agile. Just pay scaled agile lots of money for your project managers to become certified.It’s like a diet that promises you can eat as much of whatever you want, as long as you pay."
jxf,"on Oct 30, 2022","As a former Thoughtworks leader who is mentioned by proxy on this website, it's pretty lightweight in how it describes the attitude towards SAFe. It was almost universally a failure in any company that adopted it. Frequently I landed business merely because a company was trying to unwind SAFe."
oaiey,"on Oct 30, 2022","SAFe is agile process for the R&D management level and not on team level (where it is effectively a 3 months waterfall).This analogy never fails me. SAFe brings tools and benefits on that level. For everyone below, it is waterfall pain."
ChuckMcM,"on Oct 29, 2022","What SAFe does is provide some sort of visibility and accountability to senior management. (Which waterfall did before it) Until the Agile community can come up with a reliable way of identifying and firing the low performers for senior management, they will keep pushing down requirements like SAFe on the organization. Fortunately, the level of opacity between budget managers (P/L) vs execution managers usually doesn't get this bad until you've got 10 - 20K employees."
ResearchCode,"on Oct 29, 2022","How does SAFe reliably identify ""low performers""? Top companies tend not to do SAFe, I don't see the issue this solves. But I'd easily see SAFe creating low performers."
ethbr0,"on Oct 29, 2022","By mandating visibility.And let's be honest, SAFe is not for ""I can attract talented people who can self-manage"" companies. It's for ""75% of my developers are scraping the bottom of the barrel, but I take what I can get because my company isn't sexy."""
bitwize,"on Oct 29, 2022","> What SAFe does is provide some sort of visibility and accountability to senior management.This is true of all Agile methodologies adopted by corporations.If it weren't true, the methodology would not be adopted."
dunno7456,"on Oct 29, 2022",This is a reflection of agile brin dead on the water when it comes to it's promises.
rqtwteye,"on Oct 30, 2022",Anybody who looks at the SAFe diagram and doesn’t think it’s sheer lunacy has never done any real project work. And calling this “agile” is an insult.
JulianMorrison,"on Oct 29, 2022","In my experience, if what you've got is a months-ahead plan where management sets the deadlines AND controls the scope via pressuring the line manager, and delivery relies on crunch time and panicky de-scoping and working to the letter and not the spirit of the contract, then what you have is waterfall in a fedora and a Groucho Marx novelty disguise."
SSLy,"on Oct 29, 2022",N/A
yakshaving_jgt,"on Oct 29, 2022",> is there anything betterYes. Not doing SAFe.
Smeevy,"on Oct 29, 2022",Doesn't that fundamentally undercut the incremental value delivery and CI/CD progression that SAFe promises?
derekbaker783,"on Oct 30, 2022",Yes
29athrowaway,"on Oct 30, 2022",The max size of an ART is 125
travisgriggs,"on Oct 30, 2022",SAFe is to early agile what modern Christianity is to early Christendom.(I am a frustrated Christian)
faangiq,"on Oct 29, 2022",N/A
