Author,Publication Date,Review
braythwayt,"on July 2, 2019","Revealing failure early is at least as valuable as succeeding more!Imagine a system that couldn’t help you pick winning stocks, but It could cap the losers at 10% loss, maximum. You’d get rich. Very, very quickly."
celticmusic,"on July 2, 2019","I'd be more inclined to give the credit for less software flops to the rise of the internet and the ability to update easily.Even traditional software projects are now much more incremental due to the ability to update once a week (FF, chrome, etc).That's had an effect regardless of agile."
andyroid,"on July 2, 2019","That’s a point, and I agile development would not be possible without the internet. But working incrementally based off of customer/user input is only possible after the first release. What was observed here was the huge number of projects that would previously fail without ever getting that point."
Bartweiss,"on July 1, 2019","I have the subjective sense that the rate of massive, irreparable flops in software has gone down a lot.  (Very anecdotally, the latest ""permanent failure"" on Wikipedia's list of major failed software projects is from 2014. That list is worth a read regardless.)Projects still get cancelled, budgets and timelines get blown out, features and testing get compromised. But at least in dedicated software companies, it's pretty rare for something to get through 90% (or 150%) of its allotted development time and then be completely discarded as unsalvageable. (For technical reasons; market changes are a different beast.) Projects in technical crisis are either apparent sooner or have usable elements, rather than failing outright at the end of a waterfall.Of course, there's a lot of room to debate what changed and why. If Agile led projects to fail sooner or less dramatically, that's still important, but less notable than if it changed them into successes. And a lot of technological advances have helped too; things that might have been outright failures as shrinkwrapped software can become late or overrun projects in the era of digital distribution.https://en.wikipedia.org/wiki/List_of_failed_and_overbudget_..."
mixmastamyk,"on July 2, 2019","When that point is reached much more quickly, it saves $$$."
xfitm3,"on July 1, 2019","I was interested in comp sci precisely because I didn't have to talk to people, an area where every interaction is a performance. I want to be alone - what's so wrong with that?"
myrion,"on July 1, 2019","Nothing per se, is just going to make both your life harder and make it very difficult to produce software that is useful for others.You need to talk to people to be able to produce the software they need, ultimately."
0xdeadbeefbabe,"on July 1, 2019",N/A
filoleg,"on July 1, 2019",">I want to be alone - what's so wrong with that?If you are writing software just for yourself, there is nothing wrong with that. If you are writing software for others, be prepared to be steamrolled by people who know how to write good code AND how to communicate with consumers of the software (i.e., paid customers, OSS devs, enterprises, etc., that one will depend on what kind of software you are writing).I think that a lot of developers with a mindset similar to yours tend to underestimate how important good/valuable feedback (and communication in general) is. And I am saying that as someone who initially went into comp sci for reasons similar to yours. Some of the best engineers I ever worked with had amazing communication skills, and it acted as a x10 multiplier to their technical skills and overall productivity."
quadcore,"on July 1, 2019","an area where every interaction is a performanceFeel ya. Surprisingly enough, I'd say that I've not had to attend so many boring meetings in my career but certainly I'm just lucky. Also, once I did get a manager who was an ""agile guru"" and he was annoying. He talked to me like he's the jedi of software development and I'm his padawan. Thankfully, he got fired."
threwawasy1228,"on July 1, 2019","I had a professor at university who acted that way about Agile. He thought he was literally Uncle Bob incarnate. But when you looked at his credentials, he had never once worked in a real production environment, he had only ever taught."
stronglikedan,"on July 1, 2019","Teach, those who cannot do, do.-- Yoda"
madeofpalk,"on July 1, 2019",Sounds like a bad manager.
lonelappde,"on July 1, 2019","Nothing is wrong with that, but don't expect to keep a job where you don't have someone to do all the business and project planning and coordination for you, at the expense of your salary. If your computer science talent is good enough, that might work for you."
CraneWorm,"on July 1, 2019","I had a similar sentiment - As a programmer, I did not want to be communicating with a client, I wanted to be left alone in a sense that I only ever had to interact with people that understand how coding works.I think it's doable; say you are the sole developer of a massively used library. The programmers being your only users - they read the API docs, submit an occasional feature request/bug report."
TeMPOraL,"on July 1, 2019","Heh. I have a reverse sentiment. As a programmer, I want to communicate with the actual users who'll be using my product. But without two layers of intermediaries on both our and customer side, who end up turning this whole thing into a game of telephone, ostensibly in the name of all the other important stakeholders."
giobox,"on July 1, 2019","The programmer users are arguably ""clients"" in this context too. Much the same sorts of issues, different labels.One need only look at the bug tracker on the average ""massively used library"" to see that you will be communicating with clients a great deal. Your dream of a small group of perfect programmers filing neat and accurate feature requests or bug reports doesn't match any reality I've ever seen. To expect them all to ""understand how coding works"" is also likely a pipe-dream - users of all ability levels are out there writing code, filing bug reports for things that aren't bugs, asking questions in forums that aren't meant for those questions, mad at you because the direction the project has taken isn't the one they or the company they work for want/need, etc etc..."
Sharlin,"on July 1, 2019","Users of a library are still users. You can write a library in an ivory tower, just like you can write applications in an ivory tower, but that kind of software is written for yourself and only incidentally for anyone else. People might still use it if there are no viable alternatives, but don’t expect them to be very happy about it. Especially because scarcity of communication also implies scarcity of documentation."
ebiester,"on July 1, 2019","You're abdicating your responsibility of developing working software. Your job is to solve problems, using code where appropriate. Your job is to understand the entire system and explain how the corporate system above interacts with the technology you are tasked to develop.If you can't do that, what is the difference between you and a group of outsourced employees making pennies on the dollar?"
techslave,"on July 1, 2019","you’re presupposing he wants to fit into that holistic model, as a senior person. maybe he is fine plugging away at code, the task defined, like a monk transcribing texts.the world needs both kinds, and a range in between."
collyw,"on July 3, 2019",">the world needs both kinds,But if one kind can do both types of tasks then you only need that kind."
madeofpalk,"on July 1, 2019","Ultimately, these days programming is table stakes - IMHO you get zero credit for knowing how to code. The best developers are those who are able to step up and actually interact with people to articulate and understand problems. Whether that's with fellow developers about code, with managers/stakeholders about technical things, or with end-users/clients about users needs.You're more than welcome to want to sit in isolation and code away, but I would suspect you would find it difficult to do this and be happy. I've never worked in a team that would work with someone like that."
opportune,"on July 1, 2019","Nothing is wrong with that, but if you want to work like that, don't be a software engineer"
kjsbfkjbf,"on July 1, 2019","There is nothing wrong with that, but careers under capitalism are about _signaling value_. I hope you find a place (or have found a place) where you're appreciated. :)"
unreal37,"on July 1, 2019","Upvote to this.As far as your career - salary and promotions and recognition - you can't just sit in a corner and be quiet. People have to recognize that you're good at what you do and it's hard for others to see when you only communicate in code check-ins.You have to start attending meetings, speaking at meetings, and being useful beyond the code."
ok_coo,"on July 1, 2019","I'm not sure why you're being downvoted but some of the best career advice I've heard is someone saying you should assume when you go to work that you're working under a communist dictatorship. I.E. Toe the party line, make your boss look good, (pretend to) eat up the company propaganda, assume the leader(s) (C-suite) will do whatever they want, when they want, especially giving themselves bonuses regardless of company performance.It's a weird contrast to normal life, considering a lot of us live in democracies, but once I understood this and started acting accordingly, it helped me handle my work life."
TheGRS,"on July 1, 2019","I don't know if that's great advice, but its certainly advice that will help get you promotions and salary bumps.Like anything there's a grey zone here. Understanding the political realities of a business is highly beneficial and will help you move forward with the company and let you know when to pick your battles. But I've watched people who do nothing but this lose the trust of those at their level. And that trust is crucial for agile development. I also personally feel like pushing back on the company when appropriate can indeed provide a lot of value to the organization. ""Why are we doing this meeting?"" ""We need another week for testing"" ""I'd like to see the roadmap you are planning"". Just don't push back all the time."
Nasrudith,"on July 1, 2019","It is probably good advise for most cases but individually depends on the shop and culture. Like if you really should always wear a three piece suit to interviews regardless of what they request. Some are flatter, others are more hierarchical (ironically practice can fail to line up with org chart structures).Some are all about the politics, others don't have the luxury of self delusion or actually value the sort of brutal honesty to say ""I have looked at the new framework - while trendy it is buggy inefficient crap."" The ones who lack the luxury tend to be smaller but small size is no guarantee that they'll just say no to the flavor aid."
eeZah7Ux,"on July 1, 2019",N/A
SkyBelow,"on July 1, 2019","Why?In all areas of life we judge those around us not by the true facts, but on our limited knowledge.  Working to improve that knowledge can result in a change in judgment.  It seems completely reasonable for there to be a person who does good work but who isn't know for doing such, and as such is viewed worse than they should be.  By working to increase the knowledge of the work they do, their evaluation in the eyes of others will improve.Of course, it isn't a straight forward or simple in practice.  There are those who lie and misrepresent, and if you are to obvious about your intent you will be viewed as manipulative.I don't see why this deserves either the label of BS or a ban from HN?"
madeofpalk,"on July 1, 2019","Perhaps some thing think it's uncomfortably close to the 'slur' of 'virtue signalling' that people throw around. While I'm sure the intention was nothing but pure in how it was used here, it did make bit second-read the comment to assess whether it was being used in a negative way, and to really understand the point being put across."
0815test,"on July 1, 2019","> > All Agile did was put software development teams unfairly under a microscope.Most managers crave control over their teams; this is not something that Agile introduced. If anything, Agile let them use the sort of control they were already demanding towards more useful and productive goals, by introducing bazaar-like practices to centralized software development (release early, release often; shorten feedback loops as much as possible; make extensive use of refactoring, software testing and XP principles); while at the same time not being altogether incompatible with self-organizing development teams (these were mentioned in the original Agile manifesto, after all)."
lonelappde,"on July 1, 2019",N/A
Bartweiss,"on July 1, 2019","Eh? I'd compare it to No True Scotsman, not AI: I mostly hear people insist that anything which doesn't work isn't Agile.I'm extremely grateful for the changes agile wrought on the software industry, and while I think many of the best insights have become commonplace, I don't think formal Agile methods are outdated or exhausted yet. But I do think formal Agile is extremely hard to do right, and has very common failure modes of knowingly-unrealistic planning, unproductive meetings, excess design changes, and tech debt neglected to ship MVPs.One measure of a methodology is how much value it provides when it's used right, and I agree that Agile shines here. But it's also worth asking how easy a method is to get right, and how gracefully it devolves when things aren't perfect. My experience is that agile advocates commonly neglect those parts, dismissing widespread frustration with 'bad agile' on the basis that if it had been implemented perfectly, those issues wouldn't have come up."
me_again,"on July 1, 2019","I have a theory that commercially successful software development methodologies are like diets: they have to be almost impossible to follow. This ensures that when you fail to lose weight/achieve bug free software, you blame yourself for not following the rules exactly, rather than the rules for not working."
Bartweiss,"on July 1, 2019","At the very least, I think it's common to judge methodologies by ""how well does it work when it's done right?"", when we should be using a three-part test.1. How much value is there if it goes right?2. How easy it is to get right?3. How gracefully will it break down if it's not done perfectly?Methodologies don't have to shine on 2 or 3. NASA-style clean-room coding is the gold standard of hard-but-effective; you have to suck it up and commit entirely with a great team, but the results are unbeatable. Waterfall was ""good, bad, bad"", but used by lots of less-exceptional teams with hideous results.Agile, I think, improved #3, but not #2 so much. It's commonly sold by appealing to how much it can potentially help, but I think the more honest pitch is ""it's tough to do right and it'll sting if we get it wrong, but it hurts a lot less than getting waterfall wrong."""
dclowd9901,"on July 1, 2019","Then maybe there should be one rule (as was my most successful dieting effort): Is what you're doing helping make or save money?I know such a simple rule is probably causing a lot of you to cringe, but I can very easily fit just about any activity of value you or your team embarks on into that question, and it's a rule the entire company can get behind."
ff317,"on July 1, 2019",N/A
sombremesa,"on July 1, 2019","I think with this analogy you're presuming that people are exposed to a variety of foods and there is some positive correlation between action and awareness. However, for someone who only ever goes to McDonald's to eat, they'll just switch to french fries and ketchup for your nonsense diet."
orblivion,"on July 1, 2019","I've definitely seen a ""your cholesterol going up only means you need to Paleo harder"" post on a forum."
nosianu,"on July 1, 2019","""Thou shalt not be negative"" (HN) - well I'm sorry. Just some example text:> both Agile and Waterfall are focused on building. Design is about validating.or> So…what’s the way out? It’s a smart focus on clear outcomes, not output, with roadmapped outcomes replacing planned milestones, with trusted product teams, not project teams, empowered to vet assumptions and discover the minimal path to value.Satire? Enough words to fill a hot air balloon or two. ""Smart"" focus, ""clear"" outcomes,  ""outcomes"" vs. ""milestones""(?), ""trusted"" product teams (as opposed to... what?), ""empowered"" etc.?Far more interesting than the contents of many links that make it to the HN homepage is discovering the fact that they do so."
tootie,"on July 1, 2019",Honestly that statement is the nail on the head for me. There's a huge distinction between an output and an outcome and a huge distinction between a project plan and a road map.
nosianu,"on July 1, 2019","> between an output and an outcome and a huge distinction between a project plan and a road map.I mention neither of those.I'm not complaining about your reply, I think it shows how those texts are (to be?) used: Just like art. You project your own experiences into it, it's more about getting you to think. So naturally different people are going to react differently and read different things into the same text. That's perfectly alright - you get something out of it (only) if you put something in. If there is nothing to begin with, which may just be lack of experience (new programmer), you'll get less out of it. If you have two decades large project experience in various companies and teams you'll get a lot out of it. Let's attempt to make the best out of it then, out of any text, if we are presented with that opportunity and the headline got us to click on it :-)"
itsdrewmiller,"on July 1, 2019","I think you misread the part you quoted, while GP read it correctly - it's comparing outputs and outcomes, not outcomes and milestones."
nosianu,"on July 1, 2019",N/A
jeremyjh,"on July 1, 2019","> It’s a smart focus on clear outcomes, not output"
cljs-js-eval,"on July 1, 2019","In the spirit of that second paragraph - focusing on outcomes, not specific implementations - here's a rewrite:Original:> So…what’s the way out? It’s a smart focus on clear outcomes, not output, with roadmapped outcomes replacing planned milestones, with trusted product teams, not project teams, empowered to vet assumptions and discover the minimal path to value.Rewritten:> So… what’s the way out? It’s a focus on clear outcomes, not output.  There should be dates for when specific outcomes should happen.  Teams should be empowered to find the minimal amount of work needed to achieve the outcomes.It's a really wordy way to say what any good leadership class would tell you.  Focus on what you want more than how you get it, and let your subordinates decide how to get it.  Both good product teams and project teams are capable of working that way.This kinda sums up my problem with endless agile vs. waterfall vs. whatever discussions.  The interesting parts aren't really new ideas and the extra buzzwords add nothing."
Terretta,"on July 1, 2019","Interesting, I’d interpret “roadmapped outcomes replacing planned milestones” to mean there should not be predetermined dates and deliverables (planned milestones), but rather, a sequence of value-delivering outcomes (roadmapped outcomes)."
cljs-js-eval,"on July 2, 2019","A relative order of outcomes could also work, yeah.  You'll have a date in there somewhere, though, even if it's not driven off the amount of work.  Could be ""and if we can't achieve this outcome by X date we give up on this whole outcome""."
commandlinefan,"on July 1, 2019","You don’t hear the name Joel Spolsky much any more, but he was pretty influential in software process thinking in the 90’s - not really for being particularly insightful or original, but more because he was one of the first people who thought of writing a blog about software design.  One of his early “observations” about software project management was that “you wouldn’t buy a pair of jeans without knowing how much they were going to cost, why would you expect your manager to sign off on a software project without knowing how much it was going to cost?”  The utter blithering stupidity of this perspective highlights how managers look at software design: the purpose of software methodology is to put a fixed cost on every software project.  As long as that’s what they’re looking for, software methodology is going to continue to be a lost cause."
lbotos,"on July 1, 2019","Your argument here is against ""business"". In a dream world, where we could build for building's sake, and create ""more perfect"" things with no considerations for cost, I'd agree with you, but businesses (in the abstract) are a math function: Does it cost us less to make this than we charge for it? If so, we are a profitable business, if not, we are an unprofitable business.Managers are there to manage costs, to protect the ""business""."
icebraining,"on July 1, 2019",N/A
unreal37,"on July 1, 2019","I think every owner of a casino knows there is luck involved in their profits, and that the odds are stacked slightly in their favor.I don't think any owner of a business thinks that there is luck involved in creation of their software systems. They absolutely look at the $10 million per year they are spending on ""IT"" and look at the $26 million per year in value that spending is unlocking in absolute dollar terms."
commandlinefan,"on July 1, 2019","> thinks that there is luckYou mean ""realizes there is luck"".  And hence the problem."
andrey_utkin,"on July 1, 2019","I'm sure they have very good idea. Statistics, game processes design, everything is engineered towards stable and predictable profits."
pluto9,"on July 1, 2019","But they know that the sum of all cards drawn will be profitable, because their practices guarantee it. Normal businesses cannot guarantee that the sum of all their projects will be profitable."
brightball,"on July 1, 2019","That's one of the big reasons that I've become a proponent of Donald G. Reinertsen's approach to product development.He emphasizes a variation of the cost benefit formula + urgency, called Cost of Delay for prioritizing that basically boils down to ""Value / Time Remaining"" because your cost is the time remaining. It naturally prioritizes work based on shortest time to value because, unless the value proposition is enormous, dividing by estimated time is almost always going to favor the shorter tasks.This will of course vary by team, but in general it puts a focus on responsiveness and getting the little stuff out of the way first (including tech debt). When you have a formula that doesn't let the little stuff build up, it gets easier to focus on the big stuff too. It's also make it easy to pivot because it totally disregards prior time investments.It meshes better with what agile is supposed to be better than any other methodology that I've encountered to this point."
reallydude,"on July 1, 2019","> including tech debtTech Debt is not little, or we wouldn't carry it around, rather than devote time (and risk of revealing new unknowns) to fixing it. My agile experience has always favored conquering little stuff first, since ppl recognize stories more than points (which vary in value, over time). This, unfortunately, sometimes leads to the hilariously subversive act of splitting a story up into as many tiny pieces as possible so that some people may inflate that ""What have you done for me lately"" list while more tangible coding is done by others."
nitrogen,"on July 1, 2019","splitting a story up into as many tiny pieces as possibleHonestly I think that's the intended outcome from the business's perspective.  The smaller the piece of work, the easier it is to assign a cost and a benefit to it, and the easier it is to hand off to another developer."
Groxx,"on July 1, 2019",">... and the easier it is to hand off to another developer.I have never seen this work out in practice.  And it's like a 1%-of-the-time thing anyway.On the flipside, I've seen quite a few hours wasted adding fake subdivisions to tasks, probably close to 30% of the time.  Outside of small, known bug fixes or tech debt cleanup, it's rare for a thing to wholly fit within a sprint."
brightball,"on July 1, 2019","Cost of Delay metrics do a good job of explaining how the cost of that debt can grow over time the longer it goes unfixed. Some are smaller than others, but uniformly it tends to get harder to fix the longer you wait to fix it.He also doesn't place any type of value in points or other, bluntly, useless metrics for measurement. The entire focus is around delivered value. You can break it into however many stories you want, the value is the same. The measurement of how many things you delivered or how much time they took is not important to the company.What's important is how much value was been delivered to the company. It's the only metric that matters."
emiliobumachar,"on July 1, 2019","The subtler point is that if the developer won't make an estimate for how much time a feature will take, than the manager will. And the manager's estimate will tend to be even worse than the developer's, so we should all prefer that the developer makes the estimate even though it will be a bad estimate in an absolute scale.Note that the manager's estimate may be implicit or explicit, conscious or unconscious, but they will make one in the absence of the developer's. An implicit estimate would look like the manager doing a ""gut call"" when deciding whether or not to give the go-ahead to a feature, with no numbers attached to time and cost."
mcv,"on July 1, 2019","The problem is that if the developer gives an estimate, the manager might hold him accountable to it. If the developer can't even meet his own estimate, that proves to the manager that he's a bad developer. (He's not; he's just bad at estimating development time, as is everybody else.)And that's what Scrum and story points are for: to help you make long term estimates once part of the work has been done. You use the feedback on how abstract story points turn out in practice, to get a rough long term estimate of how long the work is actually going to take. Without being so explicit that anyone can be held accountable to them."
emiliobumachar,"on July 1, 2019","The real problem is treating the estimate as a commitment, but Spolsky does rail against that."
geezerjay,"on July 1, 2019","What's stupid in wanting to get an idea of how much a project costs in order to decide if it's a good idea to pursue, let alonr allocate resources?"
ALittleLight,"on July 1, 2019","""How long will X take?""""I don't know, I've never done X before.""""Yeah, yeah. It doesn't have to be perfect analysis, just a rough idea for scheduling. Not written in stone, ha ha.""""Uh, a week?""""Okay, great, so if I say 8 days you should have it done by then?""""Yeah, I hope so.""""Great, thanks.""Day 3: actually doing X requires unforeseen Y and Z which will each take a month.""We need to add Y and Z to the schedule, which will each take a month.""""There's no room for that in the schedule.""""Then I can't do X""""We've already costed X and committed to it. We've got to do X. We need to make X happen. When can you get back to me with a path to green for X?  And also, let's schedule a post-mortem to figure out why we missed on X.""At the post-mortem, PM doesn't show up: ""Uh, turns out we missed on X because I estimated it too quickly and the PM committed to those estimates. I didn't know about Y and Z when estimating, and these are things I could have done to detect them as requirements if I had known to do so.""Email from PM: ""Hey, could you give me an estimate for X'? Doesn't have to be perfect, ha ha."""
unreal37,"on July 1, 2019","""A week"" is a terrible estimate for complex things that have components that you can't foresee. If you lose ""a day"" on some problem outside of your control (compiling starts to fail and it turns out someone checked in some code into your branch by mistake), you've basically wasted 20% of your estimate.Never say a week when there's the chance something will require a month because you didn't understand it.You need to learn this lesson. A week is a blink of an eye in software, and only things you understand take a week."
ALittleLight,"on July 1, 2019","""Really?  X will take 'a month at least'? Why?""""I don't know why, but I don't feel comfortable guessing less because I don't fully understand X.""""Okay, that's not a good way to estimate. Why don't you spend some time to come up with a plan for X and we can estimate it after that. When can I have the plan?"""
aidenn0,"on July 1, 2019",You can have the plan in a week.
ant_li0n,"on July 1, 2019",Yes. This happens at my shop all the time and it's absolutely terrible.  Each sprint starts out positive and ends with panic attacks.
asark,"on July 1, 2019","I've solved this by not panicking about software someone else owns. Worked out OK so far. They can fix their processes and expectations (I'll help!) to get more value out of me, or choose not to. Not my problem. Environment gets too toxic, well, see ya, and good luck (you'll need it)."
cr0sh,"on July 1, 2019","This would've worked if you'd taken your initial estimate (1 week) - bumped it to the next unit (1 month) - then doubled it (2 months). Maybe you would've been given 9 or 10 weeks, so you'd have the week for X, and 1 month each for Y and Z.I understand this is a contrived example, but it's strange that, when you take a real project that ""overran"" based on the initial estimate(s), and you apply the formula - just how often the formula is actually really close to the actual amount of time.Not always - but more often than not."
geezerjay,"on July 1, 2019",N/A
ALittleLight,"on July 1, 2019","I've worked about 10 years at FAANG companies and I'm yet to meet the experienced and expert devs who are good at estimating things. I think your characterization of ""inexperienced and clueless"" devs is off.The reason I think my example illustrates a problem is it's moving away from agile. I shouldn't estimate X without understanding it?  Okay, I'll take the time to figure out, look around corners, etc. I realize I need Y and Z. I've got to estimate those, to estimate X, so I start working with other teams to figure these things out, and drawing up plans and schedules and who's doing what when to get all this stuff delivered. Now we're basically at the waterfall model where we're planning everything out before doing it.The other problem is that all the process is genuinely a waste. If we need X then let me work on it rather than do all the planning and scheduling nonsense. The schedule will be wrong anyway. If I have problems, need help, etc with X then I can raise those concerns and management can react in an agile way."
commandlinefan,"on July 1, 2019","> If we need X then let me work on itIf you look through the managers who are weighing in on this thread, you’ll notice a common perspective: they don’t trust you to actually work on something.  That’s why I have so little hope for any software methodology - even if it starts from something positive (like XP, which was the precursor to “agile”, did), it will be turned into “I know all of my programmers are stealing from me, how can I stop them?”"
hinkley,"on July 1, 2019","In part because we still measure effort in hours instead of in wear and tear.  That guy answering comments on Hacker News is probably trying to recharge, not steal from you.I learned recently that the crane operators that unload cargo ships at some major ports can’t work more than four hours at a time. The movements are too precise and take a great deal of attention. I think you can work two shifts per day but there’s a mandated gap of some number of hours between them."
outworlder,"on July 1, 2019","> At most your example argues that asking inexperienced and clueless devs to estimate stuff they know nothing about produces highly unreliable information.Wow, so much hubris in such as small post.Unless you have been doing the exact same thing forever(in which case you are at a risk of being replaced), new work _always_ comes with a degree of uncertainty. Be it new technologies, new business requirements or what have you. I have never worked in two identical projects in my life.The correct answer would be a 'spike' or proof of concept. Either that, or hire those magical developers you seem to have who know everything there is to know."
twic,"on July 1, 2019","Writing software is design, not manufacturing [1]. Do companies know accurately in advance how much it will cost to design a new nuclear power plant, aircraft carrier, or jet engine?[1] http://www.bleading-edge.com/Publications/C++Journal/Cpjour2..."
apatters,"on July 1, 2019","There are times when something truly original is being built and it's a valid argument for estimate uncertainty. But a significant portion of the industry is engaged in building CRUD app #237 or Ho-Hum SaaS #17, and a significant percentage of estimates end up wrong because some developer who was bored with his job decided to use a blingy new Javascript framework he had no experience with because he wanted a challenge. Money gets lit on fire again and again this way and it's frankly selfish and irresponsible."
sarchertech,"on July 1, 2019","If the software is truly that unoriginal, use something off the shelf. The issue is that in literally every non-toy product I've every been involved in the product owners will always turn CRUD app #237 or Ho-Hum SaaS #17 into something significantly more custom and much more complex.>because some developer who was bored with his job decided to use a blingy new Javascript framework he had no experience with because he wanted a challenge.That definitely happens, but I think it's a different problem."
asark,"on July 1, 2019","> The issue is that in literally every non-toy product I've every been involved in the product owners will always turn CRUD app #237 or Ho-Hum SaaS #17 into something significantly more custom and much more complex.YES! The cost of custom-everything design and bespoke gee-whiz is vastly under-appreciated, IMO. CRUDy Android and iOS apps using built-in widgets and simple color theming? Relatively easy to estimate, and pretty damn fast. Custom-everything, we want both to look pretty similar (so, probably Material-ish given current trends, which you'd think would come for free at least on Android but... doesn't), custom animations everywhere, oh I hate that default date picker on this particular Samsung phone (and sure, it's god-awful) can we customize it, and the designer came up with this layout for this form that requires all kinds of twisty-bendy manipulation to reproduce versus something more straightforward but that's what the ""stakeholders"" approved so let's do that.Et c. et c. and pretty soon the app's 10x as expensive (no exaggeration!) because you couldn't live with the easiest-for-the-user-anyway default styles with some custom coloring.And the Web's at least as bad. Often you're also making your page way less usable and breaking it on certain browser/device combos due to the extra effort you put in to make it ""pretty"", at great cost.[EDIT] in fact I've in the past suggested providing design points for ""pretty gee-whiz versus not-actually-bad straightforward implementation"" to make product owners choose between getting e.g. three normal (and OK-looking but not ""pretty"") features or one pretty feature in a sprint, to make this cost more visible and give owners on a budget more flexibility in shipping features, but it never caught on—in particular designers hate, hate, hate the idea, I think because it might expose that their work is sometimes (often...) more expensive than it's worth (and vastly more expensive than they're being paid, since it also eats huge amounts of developer time) given you've got some developers with even a hint of aesthetic and UX sense on a project."
cr0sh,"on July 1, 2019","I wonder if you looked at time estimates from developers of common process applications (like CRUD) in say, the 1980s, who used COBOL or FORTRAN, vs say those using Pascal or C - if those developers of code using extremely well known processes and libraries had better estimates than those using the ""newer bling""?"
hinkley,"on July 1, 2019",Design or repair.These are the same people who get furious at their mechanic or plumber when they double the time estimate.
danielbarla,"on July 1, 2019","Nothing, inherently, except perhaps the fallacy of comparing a pair of jeans to the rather chaotic and unpredictable world of bespoke systems development.  One is inherently known (a pair of jeans you've presumably already manufactured), the other is one big unknown, basically."
commandlinefan,"on July 1, 2019","Right.  You can imagine a conversation something like:""Ok, how long is this project going to take?""""Well, it's still being defined...""""What do you mean you refuse to tell me how long this project is going to take?""The analogy is so ridiculous that the person making it clearly doesn't even comprehend the domain he's discussing."
ellius,"on July 1, 2019","Aircraft, hospitals, hotels — a million complex bespoke things are built every day. Cost and time projections are inevitable."
marcosdumay,"on July 1, 2019",> Cost and time projections are inevitable.As inevitable as blowing through the projections.
ben509,"on July 1, 2019","He compared to jeans because they're an extremely trivial purchase that someone would give little thought to, but still demand to know what they cost. The point is that in all cases you need that information, with a major software project you simply need it far more."
commandlinefan,"on July 1, 2019","> you needAnd that's the core of the problem (which, ironically in the context of the article, agile methodologies were supposed to address): wanting or needing something to be true/exist doesn't make it so."
mstade,"on July 1, 2019","I think maybe the point they're trying to make is that comparing a software development project that may include a number of unknowns to buying a pair of jeans where there are probably very few if any unknowns is fallacious and a waste of time.That said, I don't think it's black and white. Some projects, making a simple web site that follows whatever Squarespace template is popular and filling it with some relevant content can be a pretty simple project, even to the point where the buying a pair of jeans comparison makes more sense.The problem, I suppose, is when you believe strongly that every project can be accurately priced up front. Not every project is a moonshot, but some truly are and it's not always obvious up front which ones are."
lonelappde,"on July 1, 2019",N/A
asark,"on July 1, 2019","It is when stakeholders throw curveballs.""We want you to do this.""""Sweet, easy enough, I'll just use X, Y and Z, no problem.""""Oh but sorry you have to use A, B, and C instead. Oh and it'll need to connect to D for reporting, and we'd like it to sync with E which we've never done but they have an API so it can't be too hard, right? Oh and it needs to fit this design we've already approved that's about as far from native to the platform you're developing for as it could be and has a ton of UX issues that require fundamental changes to fix, which you'll uncover as you work. That's about as easy, right?""""....""[EDIT] oh and also one ""minor"" feature we're going to toss in later is actually big enough to build an entire company around so you'll have to waste a bunch of time talking us down from that while we quietly lower our opinion of you, and we've accidentally described a few things which are basically impossible by egregiously violating e.g. CAP theorem or being what's effectively a highly-available distributed filesystem that needs to fit without our timeframe and budget, which is 1/20 what it would take to maybe build that and that alone."
duchenne,"on July 1, 2019","As a consumer, I can buy an already manufactured pair of jeans or an already programmed Adobe Photoshop for a fixed price.As a producter, the cost of building a jeans factory does not seem to be inherently more predictable than the budget of a software development project."
ghostpepper,"on July 1, 2019","I think, to take this analogy a step further, you need to make sure your manager realizes the factory is not built yet."
lonelappde,"on July 1, 2019",N/A
threwawasy1228,"on July 1, 2019","The recent Foxconn plant in Wisconsin that may or may not be happening is a great example. They committed earlier, and claim now that their initial estimates were incorrect and that a plant in that area will not be profitable for them. They have now stopped the plan entirely and reworked what it is they are going to build completely from scratch. This despite having already committed to building the factory.Even at scale people can pull out of complex agreements if their estimates turn out to be faulty."
cc81,"on July 1, 2019",You should be able to put it in a range otherwise you probably don't know enough to build it. You don't want to spend 100 millions on something that will save 1 million a year.
celticmusic,"on July 2, 2019",managers and business leaders make decisions based upon those estimates.Imagine if that cable guy coming your house said between 1 hour and 2 weeks.  Good luck making anything approaching a good decision surrounding the cable guy's visit.
draw_down,"on July 1, 2019",N/A
lordleft,"on July 1, 2019","The best way I've seen agile described is ""designing code in a way that acknowledges change.' I think there's a lot of value in understanding that you may have to go back to the drawing board when designing parts of your program. I have little regard for the entire industry that has risen up around agile, however."
collyw,"on July 3, 2019","That makes complete sense as a good way to go about designing software, but I don't think I have seen anywhere else describe agile in that way."
marapuru,"on July 1, 2019","Yeah, coming to the point where it's never completely finished. You just always anticipate on going back."
FpUser,"on July 1, 2019",Exactly my thoughts.
musicale,"on July 1, 2019","There is a similar problem in the research world; the work must be genuinely novel (and fundamentally unpredictable), but funding organizations such as NSF/NIH/etc. demand a timetable and specific deliverables.The problem is usually solved in three important ways:1) making the deliverables as vague as humanly possible2) promising experiments and not results3) applying for grants for work that you have already completed, and using the money to work on the next grant's projectThe problem of having deadlines that are too far out is mitigated somewhat by the pressure to publish. Publishing has fixed deadlines but somewhat flexible deliverables."
